gender,customer_type,age,type_of_travel,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Female,Loyal Customer,58,Business Travel,302,2,2,2,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,50,Business Travel,302,3,3,1,3,4,4,5,6,4,Satisfied
Female,Loyal Customer,45,Business Travel,302,0,0,0,4,4,4,4,5,0,Satisfied
Male,Disloyal Customer,34,Business Travel,302,3,3,3,4,4,4,4,0,0,Dissatisfied
Male,Loyal Customer,48,Business Travel,302,2,2,2,4,4,4,5,27,19,Satisfied
Male,Loyal Customer,49,Business Travel,303,2,2,2,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,41,Business Travel,303,1,1,3,3,4,4,3,25,18,Satisfied
Female,Disloyal Customer,26,Business Travel,303,2,0,2,4,4,4,4,0,0,Dissatisfied
Female,Loyal Customer,37,Personal Travel,303,3,4,3,3,2,2,4,43,119,Dissatisfied
Female,Disloyal Customer,25,Business Travel,303,5,5,5,5,5,5,5,0,0,Unknown
Male,Loyal Customer,60,Business Travel,303,3,3,3,3,5,5,5,0,0,Satisfied
Male,Loyal Customer,38,Business Travel,303,3,3,3,1,5,5,5,35,36,Satisfied
Female,Loyal Customer,53,Business Travel,303,0,0,0,3,1,1,3,4,0,Satisfied
Female,Loyal Customer,48,Personal Travel,303,2,4,2,5,2,2,3,0,2,Dissatisfied
Male,Loyal Customer,37,Business Travel,303,1,3,3,2,1,1,2,123,116,Dissatisfied
Male,Loyal Customer,39,Business Travel,303,2,2,2,3,4,4,4,46,56,Satisfied
Female,Disloyal Customer,41,Business Travel,304,5,5,5,2,2,4,2,31,19,Satisfied
Male,Disloyal Customer,34,Business Travel,304,1,0,0,2,2,4,2,74,77,Dissatisfied
Female,Loyal Customer,13,Personal Travel,304,4,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,67,Personal Travel,304,1,5,1,3,4,4,3,0,0,Dissatisfied
Male,Loyal Customer,44,Business Travel,304,5,5,5,3,4,4,5,0,0,Satisfied
Female,Disloyal Customer,42,Business Travel,304,4,4,4,2,2,5,2,0,0,Satisfied
Female,Disloyal Customer,40,Business Travel,304,1,1,1,2,2,5,2,0,0,Dissatisfied
Male,Loyal Customer,41,Business Travel,304,0,0,0,5,2,5,3,0,0,Satisfied
Female,Loyal Customer,47,Personal Travel,304,4,4,4,4,1,1,5,0,0,Satisfied
Female,Disloyal Customer,34,Business Travel,304,3,3,3,4,4,4,4,0,0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,304,3,0,4,4,4,4,4,0,0,Unknown
Male,Disloyal Customer,38,Business Travel,304,3,3,3,4,4,5,4,87,96,Dissatisfied
Male,Loyal Customer,38,Business Travel,304,3,4,3,4,3,3,2,0,0,Dissatisfied
Female,Disloyal Customer,35,Business Travel,304,3,2,2,5,5,5,5,0,0,Dissatisfied
Female,Loyal Customer,53,Business Travel,304,5,5,5,5,5,5,5,3,0,Satisfied
Female,Loyal Customer,40,Business Travel,304,1,1,1,5,4,4,4,6,0,Satisfied
Female,Loyal Customer,59,Business Travel,304,1,1,1,1,4,4,5,0,0,Satisfied
Female,Disloyal Customer,25,Business Travel,304,4,0,4,5,5,4,5,0,0,Unknown
Male,Loyal Customer,54,Business Travel,304,2,2,2,2,5,5,5,15,0,Satisfied
Female,Disloyal Customer,41,Business Travel,304,2,3,3,4,4,3,4,0,0,Dissatisfied
Female,Disloyal Customer,35,Business Travel,304,1,0,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,25,Business Travel,304,0,0,0,5,5,5,5,0,0,Unknown
Male,Disloyal Customer,35,Business Travel,304,1,1,1,3,3,3,3,0,0,Dissatisfied
Male,Loyal Customer,36,Business Travel,304,0,0,0,2,2,2,5,0,11,Satisfied
Female,Disloyal Customer,24,Business Travel,304,4,0,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,56,Business Travel,304,0,0,0,2,5,5,4,75,69,Satisfied
Female,Disloyal Customer,27,Business Travel,304,0,0,0,3,3,5,3,9,0,Satisfied
Female,Loyal Customer,58,Business Travel,304,5,5,3,2,4,4,3,0,0,Satisfied
Male,Loyal Customer,47,Personal Travel,304,3,5,3,2,3,3,5,0,0,Dissatisfied
Female,Loyal Customer,42,Business Travel,304,1,1,1,3,4,4,5,0,0,Satisfied
Female,Disloyal Customer,27,Business Travel,304,4,4,4,2,2,4,2,16,17,Dissatisfied
Male,Loyal Customer,44,Business Travel,304,5,5,5,3,5,5,3,49,55,Satisfied
Male,Loyal Customer,54,Business Travel,304,3,1,1,2,3,3,4,0,3,Dissatisfied
Male,Disloyal Customer,27,Business Travel,304,2,2,2,4,4,4,4,0,0,Dissatisfied
Male,Loyal Customer,58,Business Travel,304,4,5,5,1,4,4,2,13,27,Dissatisfied
Female,Loyal Customer,54,Business Travel,304,0,0,0,4,4,4,5,45,42,Satisfied
Female,Disloyal Customer,48,Business Travel,304,5,5,5,3,3,5,3,0,0,Satisfied
Female,Loyal Customer,43,Business Travel,304,1,1,1,5,4,4,3,0,0,Satisfied
Male,Loyal Customer,30,Personal Travel,337,3,3,4,4,4,1,4,10,0,Dissatisfied
Female,Disloyal Customer,49,Business Travel,304,3,3,3,4,4,5,4,0,0,Dissatisfied
Male,Loyal Customer,57,Business Travel,304,0,0,0,5,3,3,5,13,13,Satisfied
Female,Loyal Customer,67,Business Travel,304,1,1,1,5,5,5,3,0,0,Satisfied
Male,Loyal Customer,42,Business Travel,304,5,5,5,4,5,5,5,0,0,Satisfied
Female,Disloyal Customer,20,Business Travel,304,5,0,5,2,5,4,2,21,18,Satisfied
Female,Disloyal Customer,41,Business Travel,304,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,56,Business Travel,304,1,1,1,5,4,4,4,0,0,Satisfied
Female,Loyal Customer,42,Personal Travel,304,3,5,2,5,5,5,4,0,0,Dissatisfied
Female,Loyal Customer,33,Business Travel,304,3,1,1,4,3,3,2,4,8,Dissatisfied
Male,Loyal Customer,64,Business Travel,304,5,3,5,5,4,4,5,0,8,Satisfied
Female,Loyal Customer,39,Business Travel,304,1,1,1,3,4,4,5,62,58,Satisfied
Female,Loyal Customer,51,Business Travel,304,4,4,4,4,5,5,3,3,2,Satisfied
Female,Loyal Customer,58,Business Travel,304,0,0,0,4,3,3,5,0,0,Satisfied
Male,Loyal Customer,52,Business Travel,304,0,0,0,4,4,4,4,0,2,Satisfied
Male,Disloyal Customer,44,Business Travel,304,3,3,3,2,2,5,2,0,0,Satisfied
Male,Loyal Customer,55,Business Travel,304,0,0,0,2,3,3,3,0,0,Satisfied
Female,Loyal Customer,52,Business Travel,304,2,2,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,26,Business Travel,304,2,4,2,5,5,4,5,0,0,Dissatisfied
Female,Loyal Customer,37,Business Travel,304,0,0,0,2,3,3,3,0,0,Satisfied
Male,Disloyal Customer,45,Business Travel,304,2,1,1,2,2,4,2,0,0,Dissatisfied
Female,Loyal Customer,36,Business Travel,304,4,2,2,5,4,4,4,15,7,Dissatisfied
Female,Disloyal Customer,22,Business Travel,304,5,4,4,4,4,5,4,0,0,Satisfied
Male,Loyal Customer,56,Business Travel,304,1,1,1,2,4,4,3,14,26,Satisfied
Female,Disloyal Customer,22,Business Travel,304,5,2,5,3,3,5,3,0,0,Satisfied
Male,Loyal Customer,57,Business Travel,304,2,4,4,3,2,2,3,0,0,Dissatisfied
Female,Loyal Customer,51,Business Travel,304,2,2,2,4,5,5,3,0,0,Satisfied
Female,Loyal Customer,57,Business Travel,304,3,3,3,3,3,3,4,74,77,Dissatisfied
Female,Loyal Customer,43,Business Travel,304,3,3,3,2,5,5,3,0,0,Satisfied
Female,Disloyal Customer,40,Business Travel,304,3,3,3,4,4,4,4,22,13,Dissatisfied
Male,Loyal Customer,34,Business Travel,304,1,2,2,5,1,1,2,0,0,Dissatisfied
Male,Loyal Customer,33,Business Travel,304,1,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,51,Business Travel,304,0,0,0,3,4,4,3,0,0,Satisfied
Female,Loyal Customer,57,Business Travel,304,2,2,2,4,4,4,3,2,0,Satisfied
Male,Loyal Customer,49,Business Travel,304,4,4,4,5,4,4,5,0,0,Satisfied
Female,Loyal Customer,66,Business Travel,305,3,5,5,1,3,3,4,0,0,Dissatisfied
Female,Disloyal Customer,45,Business Travel,305,4,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,39,Business Travel,305,3,3,3,2,4,4,3,4,6,Satisfied
Female,Disloyal Customer,22,Business Travel,305,0,5,0,2,2,4,2,7,0,Satisfied
Female,Disloyal Customer,25,Business Travel,305,4,0,4,4,4,4,4,0,0,Unknown
Male,Loyal Customer,60,Business Travel,305,0,0,0,4,3,3,4,6,0,Satisfied
Female,Disloyal Customer,39,Business Travel,305,3,3,3,3,3,5,3,4,0,Dissatisfied
Male,Loyal Customer,65,Personal Travel,305,4,5,4,5,3,1,5,18,7,Dissatisfied
Female,Disloyal Customer,39,Business Travel,305,1,1,1,3,3,4,3,0,0,Dissatisfied
Male,Loyal Customer,30,Business Travel,337,0,0,4,4,5,5,5,10,0,Satisfied
Male,Loyal Customer,44,Personal Travel,305,1,5,1,3,1,1,3,0,0,Dissatisfied
Male,Disloyal Customer,34,Business Travel,305,3,3,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,34,Business Travel,305,3,3,4,5,5,5,5,0,0,Satisfied
Male,Loyal Customer,38,Business Travel,305,2,3,2,2,5,5,4,0,0,Satisfied
Female,Loyal Customer,38,Business Travel,305,2,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,47,Business Travel,305,0,0,0,5,1,1,5,0,0,Satisfied
Female,Loyal Customer,60,Business Travel,305,5,5,5,5,5,5,5,22,23,Satisfied
Female,Loyal Customer,61,Business Travel,305,2,2,3,5,3,3,4,15,8,Satisfied
Male,Loyal Customer,19,Business Travel,305,2,3,3,2,2,3,2,0,0,Dissatisfied
Male,Disloyal Customer,20,Business Travel,305,2,2,2,4,5,4,4,0,0,Dissatisfied
Male,Loyal Customer,51,Business Travel,305,1,1,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,14,Personal Travel,305,2,4,2,4,4,5,4,12,2,Dissatisfied
Female,Loyal Customer,68,Business Travel,305,4,4,4,5,4,4,2,0,0,Satisfied
Male,Loyal Customer,60,Business Travel,305,1,1,1,4,5,5,3,1,0,Satisfied
Female,Loyal Customer,33,Business Travel,305,1,0,0,2,5,3,4,1,0,Dissatisfied
Male,Disloyal Customer,48,Business Travel,305,3,3,3,3,3,3,5,180,169,Dissatisfied
Female,Disloyal Customer,38,Business Travel,305,2,2,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,39,Business Travel,305,3,3,3,4,4,2,4,54,49,Satisfied
Female,Loyal Customer,41,Business Travel,305,0,0,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,55,Personal Travel,305,4,5,4,4,3,3,4,0,0,Satisfied
Female,Loyal Customer,49,Business Travel,305,1,1,1,4,5,5,4,0,0,Satisfied
Male,Disloyal Customer,39,Business Travel,305,5,5,5,2,2,5,2,0,0,Satisfied
Female,Loyal Customer,53,Business Travel,305,4,4,4,4,4,4,3,0,0,Satisfied
Female,Disloyal Customer,38,Business Travel,305,5,5,5,5,5,4,5,6,0,Satisfied
Female,Loyal Customer,39,Business Travel,305,0,0,0,5,3,3,4,8,1,Satisfied
Male,Disloyal Customer,48,Business Travel,305,3,3,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,15,Personal Travel,305,4,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,46,Business Travel,306,4,3,3,5,4,4,4,0,0,Dissatisfied
Male,Loyal Customer,39,Business Travel,306,3,2,3,5,3,3,2,42,28,Dissatisfied
Male,Disloyal Customer,44,Business Travel,306,2,2,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,40,Business Travel,306,5,5,5,3,3,4,3,14,9,Satisfied
Female,Loyal Customer,49,Personal Travel,306,2,5,2,2,1,1,4,9,5,Dissatisfied
Male,Loyal Customer,44,Business Travel,306,4,4,4,3,5,5,5,29,28,Satisfied
Male,Disloyal Customer,40,Business Travel,306,4,4,4,2,2,4,2,0,0,Satisfied
Male,Loyal Customer,45,Personal Travel,306,3,4,3,3,2,2,5,0,0,Dissatisfied
Female,Disloyal Customer,37,Business Travel,306,5,4,4,3,3,5,3,0,0,Satisfied
Female,Disloyal Customer,34,Business Travel,306,2,2,2,4,4,5,4,0,4,Dissatisfied
Male,Loyal Customer,36,Business Travel,306,4,2,2,5,4,4,3,27,24,Dissatisfied
Female,Loyal Customer,57,Business Travel,306,5,5,5,4,5,5,3,0,1,Satisfied
Female,Disloyal Customer,37,Business Travel,306,3,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,37,Business Travel,306,4,1,1,3,4,4,2,0,0,Dissatisfied
Male,Loyal Customer,30,Business Travel,337,2,4,4,4,2,3,2,10,0,Dissatisfied
Female,Disloyal Customer,40,Business Travel,306,3,3,3,3,5,5,3,187,188,Dissatisfied
Female,Disloyal Customer,34,Business Travel,306,2,2,2,4,4,5,4,0,0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,306,3,0,3,3,3,4,3,0,0,Unknown
Female,Disloyal Customer,40,Business Travel,306,4,4,4,4,4,5,4,0,0,Satisfied
Female,Loyal Customer,62,Business Travel,306,1,1,1,2,1,1,2,10,5,Dissatisfied
Male,Loyal Customer,48,Business Travel,306,5,5,5,3,5,5,3,0,9,Satisfied
Male,Loyal Customer,48,Business Travel,306,2,2,2,4,5,5,4,187,186,Satisfied
Male,Loyal Customer,44,Business Travel,306,0,0,0,5,3,5,4,4,0,Satisfied
Female,Loyal Customer,46,Business Travel,306,4,5,5,3,4,4,3,0,0,Dissatisfied
Male,Loyal Customer,61,Business Travel,306,2,5,5,5,2,2,2,7,8,Dissatisfied
Male,Loyal Customer,39,Business Travel,306,5,5,5,5,5,5,4,0,8,Satisfied
Female,Loyal Customer,22,Business Travel,306,0,0,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,47,Personal Travel,306,3,5,3,3,1,2,4,0,0,Dissatisfied
Male,Disloyal Customer,27,Business Travel,306,1,2,2,4,4,3,4,0,0,Dissatisfied
Male,Loyal Customer,41,Business Travel,307,2,2,2,3,5,5,4,0,0,Satisfied
Female,Disloyal Customer,26,Business Travel,307,3,0,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,45,Business Travel,307,4,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,40,Business Travel,307,0,0,0,3,3,3,5,0,0,Satisfied
Female,Loyal Customer,46,Business Travel,307,2,2,2,3,5,5,3,2,0,Satisfied
Male,Loyal Customer,62,Business Travel,307,2,4,5,2,2,2,4,31,22,Dissatisfied
Female,Loyal Customer,51,Business Travel,307,0,0,0,5,1,1,2,16,22,Satisfied
Male,Disloyal Customer,21,Business Travel,307,0,0,0,3,3,5,3,0,2,Satisfied
Male,Loyal Customer,48,Business Travel,307,4,2,4,4,4,4,4,132,180,Satisfied
Female,Disloyal Customer,45,Business Travel,307,3,3,3,3,3,4,3,0,8,Dissatisfied
Female,Disloyal Customer,44,Business Travel,307,2,2,2,4,4,5,4,0,3,Dissatisfied
Female,Loyal Customer,40,Business Travel,307,4,4,4,3,5,5,5,9,7,Satisfied
Male,Disloyal Customer,65,Business Travel,307,1,1,1,5,5,5,5,26,18,Dissatisfied
Male,Disloyal Customer,27,Business Travel,307,5,5,5,3,3,4,3,15,12,Satisfied
Female,Disloyal Customer,38,Business Travel,308,3,3,3,4,4,4,4,39,26,Dissatisfied
Male,Loyal Customer,51,Business Travel,308,2,2,2,4,4,4,5,17,8,Satisfied
Female,Loyal Customer,38,Business Travel,308,3,3,4,3,4,4,2,0,0,Satisfied
Female,Loyal Customer,32,Business Travel,308,3,3,3,5,5,4,5,0,0,Satisfied
Male,Loyal Customer,34,Business Travel,308,0,0,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,37,Business Travel,308,4,4,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,41,Business Travel,308,3,3,3,2,2,4,2,25,16,Dissatisfied
Male,Loyal Customer,51,Business Travel,308,4,4,4,3,5,5,4,0,0,Satisfied
Male,Loyal Customer,51,Business Travel,308,5,5,5,4,4,4,5,0,0,Satisfied
Female,Loyal Customer,57,Business Travel,308,0,0,0,5,4,4,4,57,55,Satisfied
Female,Loyal Customer,49,Business Travel,308,2,1,1,5,2,2,2,0,0,Dissatisfied
Female,Loyal Customer,49,Personal Travel,308,1,4,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,45,Business Travel,308,4,2,2,5,4,4,3,34,25,Dissatisfied
Male,Loyal Customer,35,Business Travel,308,4,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,33,Business Travel,308,1,5,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,30,Business Travel,337,5,5,4,4,4,4,4,10,0,Satisfied
Male,Loyal Customer,44,Business Travel,308,4,4,4,2,5,5,4,0,0,Satisfied
Female,Loyal Customer,39,Business Travel,308,3,3,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,46,Business Travel,308,2,2,2,4,5,5,4,8,5,Satisfied
Female,Loyal Customer,47,Business Travel,308,5,5,4,1,5,5,5,1,0,Satisfied
Female,Disloyal Customer,42,Business Travel,308,2,2,2,5,5,4,5,0,0,Satisfied
Female,Disloyal Customer,27,Business Travel,308,2,2,2,4,4,4,4,0,4,Dissatisfied
Female,Loyal Customer,25,Business Travel,308,1,2,4,4,4,4,4,0,0,Unknown
Male,Loyal Customer,51,Business Travel,308,1,1,1,5,3,3,2,0,0,Satisfied
Female,Loyal Customer,46,Business Travel,308,0,0,0,4,5,5,3,0,0,Satisfied
Female,Disloyal Customer,40,Business Travel,308,4,5,5,2,2,3,2,0,0,Dissatisfied
Male,Loyal Customer,59,Business Travel,308,0,0,0,4,2,2,3,0,0,Satisfied
Male,Loyal Customer,18,Personal Travel,337,3,5,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,64,Business Travel,308,3,3,3,1,4,4,4,0,0,Satisfied
Male,Loyal Customer,51,Business Travel,308,3,2,3,2,5,5,5,18,25,Satisfied
Male,Loyal Customer,33,Business Travel,308,2,2,2,4,4,5,4,0,27,Satisfied
Female,Loyal Customer,47,Business Travel,308,0,0,0,5,4,4,5,2,0,Satisfied
Male,Loyal Customer,47,Business Travel,308,4,4,4,5,5,5,5,0,0,Satisfied
Female,Loyal Customer,77,Business Travel,308,2,5,5,5,2,2,3,0,0,Dissatisfied
Male,Loyal Customer,34,Business Travel,308,4,4,4,5,5,5,3,0,0,Satisfied
Female,Disloyal Customer,44,Business Travel,308,1,1,1,3,3,4,3,100,92,Dissatisfied
Female,Loyal Customer,41,Business Travel,308,1,5,5,4,1,1,3,0,0,Dissatisfied
Female,Disloyal Customer,49,Business Travel,308,4,4,4,5,5,4,5,0,6,Satisfied
Female,Loyal Customer,60,Personal Travel,308,2,3,2,1,5,5,2,30,16,Dissatisfied
Male,Loyal Customer,52,Business Travel,308,1,1,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,56,Business Travel,308,1,4,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,36,Business Travel,308,0,0,0,5,5,5,3,52,49,Satisfied
Male,Loyal Customer,62,Business Travel,308,2,2,2,3,5,5,3,11,3,Satisfied
Male,Loyal Customer,37,Business Travel,308,3,3,3,3,4,4,2,0,0,Satisfied
Male,Loyal Customer,32,Business Travel,308,1,1,3,4,4,5,4,5,5,Satisfied
Male,Disloyal Customer,59,Business Travel,308,2,3,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,49,Business Travel,308,2,2,2,2,5,5,4,6,2,Satisfied
Male,Loyal Customer,41,Business Travel,308,4,4,4,2,4,4,3,0,0,Satisfied
Male,Loyal Customer,51,Business Travel,308,2,2,2,5,4,4,3,19,15,Satisfied
Male,Disloyal Customer,22,Business Travel,308,4,0,4,5,5,5,5,110,126,Satisfied
Male,Loyal Customer,46,Business Travel,308,1,1,1,3,5,5,3,0,0,Satisfied
Female,Loyal Customer,22,Business Travel,308,2,2,2,4,4,2,4,16,3,Satisfied
Male,Loyal Customer,30,Business Travel,337,5,5,4,4,5,2,5,10,0,Satisfied
Male,Loyal Customer,47,Business Travel,308,4,4,4,5,5,5,3,10,20,Satisfied
Male,Loyal Customer,43,Business Travel,308,3,3,3,5,4,4,3,0,0,Satisfied
Male,Loyal Customer,74,Business Travel,308,0,0,0,2,5,5,3,0,0,Satisfied
Female,Loyal Customer,43,Business Travel,308,4,2,2,4,4,4,2,0,0,Dissatisfied
Female,Disloyal Customer,21,Business Travel,308,2,2,2,3,3,3,3,11,10,Dissatisfied
Female,Disloyal Customer,40,Business Travel,308,3,3,3,4,4,3,4,0,0,Satisfied
Female,Loyal Customer,39,Business Travel,308,0,0,0,4,1,1,3,1,0,Satisfied
Female,Loyal Customer,60,Business Travel,308,5,5,5,4,4,4,5,0,0,Satisfied
Female,Disloyal Customer,36,Business Travel,308,3,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,46,Business Travel,308,3,3,3,3,4,4,4,21,7,Satisfied
Female,Disloyal Customer,20,Business Travel,308,5,5,5,2,5,4,2,15,3,Satisfied
Female,Disloyal Customer,39,Business Travel,308,3,3,3,4,4,4,4,2,2,Dissatisfied
Female,Loyal Customer,60,Business Travel,308,2,2,3,4,4,4,4,58,55,Satisfied
Female,Loyal Customer,43,Business Travel,308,2,2,2,4,5,5,4,0,0,Satisfied
Female,Disloyal Customer,32,Business Travel,308,2,2,2,5,5,4,5,31,13,Dissatisfied
Female,Disloyal Customer,61,Business Travel,308,4,4,4,3,3,4,3,0,0,Dissatisfied
Male,Loyal Customer,38,Business Travel,308,4,4,4,3,4,4,4,47,40,Satisfied
Female,Loyal Customer,63,Business Travel,308,0,0,0,3,5,2,2,0,7,Satisfied
Male,Loyal Customer,41,Business Travel,308,3,3,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,37,Business Travel,308,4,4,4,2,5,5,3,0,8,Satisfied
Female,Loyal Customer,44,Business Travel,308,3,3,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,44,Business Travel,308,3,4,3,2,4,4,3,24,24,Satisfied
Female,Loyal Customer,58,Personal Travel,308,1,4,1,5,4,4,4,13,20,Dissatisfied
Male,Loyal Customer,43,Business Travel,308,4,4,4,4,5,5,4,0,0,Satisfied
Female,Loyal Customer,38,Business Travel,308,3,3,3,4,4,5,3,135,134,Satisfied
Female,Loyal Customer,51,Personal Travel,308,2,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,39,Business Travel,308,0,0,0,3,2,2,3,0,0,Satisfied
Male,Loyal Customer,45,Personal Travel,308,3,5,3,5,1,5,4,0,0,Dissatisfied
Male,Disloyal Customer,38,Business Travel,308,3,2,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,41,Business Travel,308,5,5,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,36,Business Travel,308,2,2,2,2,2,4,2,0,0,Dissatisfied
Male,Loyal Customer,43,Business Travel,308,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,52,Business Travel,308,0,0,0,5,4,4,4,21,9,Satisfied
Male,Loyal Customer,57,Business Travel,308,5,5,5,5,4,4,4,0,0,Satisfied
Male,Loyal Customer,55,Business Travel,308,4,4,4,5,4,4,4,14,4,Satisfied
Male,Loyal Customer,48,Business Travel,308,0,0,0,2,4,4,4,0,0,Satisfied
Female,Loyal Customer,42,Business Travel,308,2,2,2,1,5,5,3,0,0,Satisfied
Female,Disloyal Customer,21,Business Travel,308,3,1,4,4,4,4,4,0,0,Neutral
Male,Loyal Customer,42,Business Travel,308,1,1,1,3,1,1,4,18,25,Dissatisfied
Male,Loyal Customer,57,Business Travel,308,0,0,0,3,5,5,5,25,5,Satisfied
Male,Loyal Customer,49,Business Travel,308,5,5,5,2,4,4,3,0,0,Satisfied
Female,Loyal Customer,32,Business Travel,308,5,5,5,3,3,4,3,2,0,Satisfied
Male,Loyal Customer,43,Business Travel,308,3,2,2,3,3,2,3,0,0,Unknown
Male,Loyal Customer,15,Personal Travel,308,3,1,3,4,4,1,4,0,0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,308,1,5,1,3,3,5,3,0,0,Unknown
Male,Loyal Customer,47,Business Travel,308,3,3,3,3,4,4,3,0,0,Satisfied
Female,Loyal Customer,56,Business Travel,308,2,2,2,2,4,4,5,12,10,Satisfied
Male,Loyal Customer,64,Business Travel,308,3,3,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,60,Business Travel,308,2,2,2,3,5,5,2,8,16,Satisfied
Male,Loyal Customer,46,Business Travel,308,3,3,3,3,4,4,5,4,0,Satisfied
Female,Loyal Customer,54,Business Travel,308,3,3,3,5,5,5,4,2,9,Satisfied
Male,Loyal Customer,43,Business Travel,308,2,2,3,1,4,4,5,77,73,Satisfied
Female,Loyal Customer,59,Business Travel,308,1,1,1,4,5,5,3,16,22,Satisfied
Male,Loyal Customer,20,Business Travel,308,4,4,4,5,5,4,5,0,0,Satisfied
Male,Loyal Customer,64,Business Travel,308,5,5,5,4,5,5,2,0,0,Satisfied
Male,Disloyal Customer,39,Business Travel,309,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,51,Business Travel,309,1,1,1,2,5,5,4,0,0,Satisfied
Male,Loyal Customer,57,Business Travel,309,2,1,4,4,4,4,4,0,0,Neutral
Female,Disloyal Customer,34,Business Travel,309,2,2,2,3,3,4,3,33,21,Dissatisfied
Female,Disloyal Customer,22,Business Travel,309,0,0,1,2,2,4,2,0,0,Satisfied
Female,Disloyal Customer,45,Business Travel,309,2,1,1,4,4,4,4,3,1,Dissatisfied
Male,Disloyal Customer,37,Business Travel,309,2,2,4,4,4,4,4,0,0,Neutral
Female,Loyal Customer,60,Business Travel,309,3,4,3,1,3,3,4,0,2,Dissatisfied
Male,Loyal Customer,57,Business Travel,309,4,2,4,5,4,4,3,0,0,Satisfied
Female,Loyal Customer,52,Personal Travel,309,2,5,2,2,2,2,4,6,16,Dissatisfied
Female,Disloyal Customer,38,Business Travel,309,3,3,3,5,5,4,5,0,0,Dissatisfied
Female,Disloyal Customer,37,Business Travel,309,1,1,1,2,2,4,2,71,61,Dissatisfied
Female,Loyal Customer,35,Business Travel,309,2,2,2,3,5,5,3,0,0,Satisfied
Male,Loyal Customer,54,Business Travel,309,2,4,4,4,4,4,4,0,0,Neutral
Male,Disloyal Customer,41,Business Travel,309,5,1,1,5,5,5,5,0,0,Satisfied
Male,Disloyal Customer,32,Business Travel,309,3,3,3,4,4,5,4,0,0,Dissatisfied
Male,Loyal Customer,57,Business Travel,309,3,3,3,1,3,3,2,0,0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,309,3,3,3,3,3,3,3,0,0,Unknown
Male,Disloyal Customer,40,Business Travel,309,3,3,3,2,2,5,2,0,0,Dissatisfied
Female,Loyal Customer,43,Business Travel,309,1,1,1,2,4,4,4,0,0,Satisfied
